text,emotion,pred_label,confidence,error_type
back to my office. the fire alarm went off due to someone burnt food in microwave,surprise,sadness,0.47174457,surprise → sadness
I already know I won't be getting any sleep tonight,joy,sadness,0.84311014,joy → sadness
Whoops! Start Start! Duh.,sadness,anger,0.35269925,sadness → anger
Look at this ! I can't see them at all. What the heck..,surprise,anger,0.7137361,surprise → anger
Offline.... Have to give private lesson now and eran some money,surprise,joy,0.41939595,surprise → joy
"Maybe so , but do you have any idea how much this one is worth ?",joy,sadness,0.37847432,joy → sadness
- This day is soo stressful! Geee.. Lunch was a blast tho! How are you guys??,anger,joy,0.5763388,anger → joy
"Yep, that B-Day kiss is gonna happen, right",joy,surprise,0.477293,joy → surprise
you guys made Terrie upset last night!!,sadness,anger,0.49507803,sadness → anger
i have no idea if they ll use any of this coverage when they show ironman cda on universal sports but it still made me feel pretty special,anger,neutral,0.72984946,anger → neutral
"this song called stolen, it soooo amazing!! it by Dashboard Confessional",joy,surprise,0.54048115,joy → surprise
Picking all the celery and carrots out of this bag of veggies,surprise,joy,0.4276503,surprise → joy
it is so unfair that all the good rock shows happen only in B'lore and Pune,sadness,anger,0.4023016,sadness → anger
Tonight will be a night to remember!!,surprise,joy,0.5928985,surprise → joy
"ok thanks for the help! I hope they respond to me sooner or later, then! thanks!",sadness,joy,0.72003204,sadness → joy
the only thing is I'm not a chocolate fan but the thought was yhere,love,surprise,0.43496805,love → surprise
Lol I actually danced with a white guy last night,surprise,joy,0.62527883,surprise → joy
You know funny thing about everyone packing for E3 is that I am packing to go to mexico... not E3,joy,surprise,0.43504396,joy → surprise
happy birthday corey!!,joy,surprise,0.38219157,joy → surprise
big day 2day the xt launch was amazing! so much free stuff thanx 2 the edge and telecom! found the phone i afford it yet tho,love,surprise,0.4728054,love → surprise
School then football then with alecceeee,sadness,joy,0.81317055,sadness → joy
Aural goodness,sadness,joy,0.6113784,sadness → joy
"In the last 10 days of the trail , however , he became much happier to take risks , although babies remained unkissed .",joy,anger,0.35302228,joy → anger
"Aww, I had one yesterday, they suck",anger,sadness,0.46583372,anger → sadness
Christmas is coming! I want presents! Love the feeling,surprise,joy,0.55096143,surprise → joy
I'm getting a narrative on a baby's sleeping habits from the chap next to me,joy,sadness,0.3530086,joy → sadness
salt and vinegar,neutral,joy,0.5184,neutral → joy
I PUT A SHELF UP lol im well proud and yes its my twilight shelf my books the movies going on there and obv my prezzie from lara XD (L),joy,surprise,0.43930238,joy → surprise
"No more tweets for a while, I promise. Need to focus on protein targeting and the secretory pathway.",joy,sadness,0.5213065,joy → sadness
"Cupcakes, creme brulee, tiramisu~ I want some sugar",love,joy,0.4936673,love → joy
I miss you too!! And don't say &quot;damn&quot;!!! lol,joy,sadness,0.46158278,joy → sadness
my favourite colour is blue. And I have 10 tattoos.,surprise,joy,0.46189815,surprise → joy
I need to get off Twitter for now or my furry tail may get bitten off by the office dog. Sending u compassion peace,joy,sadness,0.6749068,joy → sadness
its cool,joy,surprise,0.46931618,joy → surprise
so had a freakin lond thursday ready to hit the hay and surprise surprise I can't freakin sleep :/ Boo!,sadness,surprise,0.9736974,sadness → surprise
"Wow, that is good I'm on Mac too with XP via Parallels if you ever need a tester ;)",neutral,joy,0.58687145,neutral → joy
"Bill can take me to Fangtasia and hit this shot anytime! &quot;Roads, where we're going we don't need roads.&quot; LOVE that part!",surprise,joy,0.432971,surprise → joy
"I am an extremely lazy cook and nervous of long recipes , complicated sauces or anything risky such as a souffl .",sadness,anger,0.60197306,sadness → anger
i feel slightly disadvantaged as a skeleton racer,sadness,joy,0.59085363,sadness → joy
i started to feel curious about what would happen if i had fewer disks in the zfs storage pool,anger,neutral,0.90485775,anger → neutral
i got into the pool feeling more keen anticipation than reluctant nerves about giving it all a go,neutral,joy,0.88696843,neutral → joy
Leave it to Mr. Brown to make my day better.,surprise,joy,0.7409254,surprise → joy
In a period of exams days are for study and nights for study and sleep... no funny time...,anger,joy,0.6966252,anger → joy
FIRO-B personality assessment told me I have low desire &amp; low expression of affection. Didn't need a test to tell me that,surprise,sadness,0.5168172,surprise → sadness
i volunteered for seanet surveys because i felt it was a contradiction to use excessive gasoline for birding and the surveys make me feel i m doing something worthwhile with my gasoline,neutral,joy,0.50478333,neutral → joy
Off from work now!,surprise,joy,0.6422351,surprise → joy
Wij zijn er bij!!! RT Snow Patrol sluit de deuren bij SR11 en geven dan een live show! Wat te gek!,joy,surprise,0.9598262,joy → surprise
"--of them kinda turns me off of it all. And then I buy more of them and dig a deeper hole, etc. ;;",surprise,anger,0.32438537,surprise → anger
"In a very important basket-ball match where a lot was at stake, I played very badly.",anger,sadness,0.63907534,anger → sadness
Finished up cleaning my desk at least. . . office is looking empty. . .almost time to be in the car for 1 1/2! fb,joy,sadness,0.7508245,joy → sadness
Ayy. Okayyy. It was nice seeing you kanina ! :&gt; I like your hair. :&gt;,surprise,joy,0.65228236,surprise → joy
I hope so ^^ Eclipse is up and running again btw!,surprise,joy,0.6036956,surprise → joy
"omg! is it mine? omg that's so gross, I'm so sorry! I TOTALLY forgot about it until JUST now!",surprise,sadness,0.4642659,surprise → sadness
Do we really hafta wait another year for part 2? Woooow.. Bullshit,anger,surprise,0.29635164,anger → surprise
"happy mothers day. oh and no i havent read it yet, will do now",love,joy,0.34719467,love → joy
more Demon Sam!! I need it to numb the pain xXx,anger,sadness,0.46893,anger → sadness
i am not surprised by this aspect of the evaluation because although i feel anxious at times in communication situations i also endeavor to calm any feelings of anxiety as quickly as possible for the sake of effective communication therefore others are less likely to sense anxiety on my part,sadness,surprise,0.5880054,sadness → surprise
unfortunately noy my life suck this year.,anger,sadness,0.63418067,anger → sadness
Memories,sadness,joy,0.49320036,sadness → joy
"If these movements mean nothing, why do police raid them in the middle of the night and try to censor press in the process?",sadness,anger,0.6841774,sadness → anger
"How BOut What Your Doing Now, or what you gonna do today lol",love,surprise,0.3841433,love → surprise
OK Just a thought that occured to me...,sadness,surprise,0.3920271,sadness → surprise
Going to bed after the CAVS game Don't judge me LOL,sadness,joy,0.36919093,sadness → joy
Oh my gosh! My hair is so short! I miss my long hair!,surprise,sadness,0.8162388,surprise → sadness
So apparently I need to mummify myself to keep my amazing good looks for a few thousand years? Why hadn't I though of that sooner,sadness,surprise,0.4481554,sadness → surprise
And we ’ ll all help you .,anger,joy,0.4573689,anger → joy
but but it was funny when I wrote it,neutral,joy,0.7401841,neutral → joy
"Sometimes I wanna take your head and ram it into mirrors. Because in the shattered reflective pieces of glass, I can see your pain.",anger,sadness,0.63996345,anger → sadness
you do a terrible job of hiding it.,sadness,anger,0.43441674,sadness → anger
i feel so ugly and it s depressing me,neutral,sadness,0.6067762,neutral → sadness
what the hell??? mathew dies on thanksgiving. ohh my eyes are sweaty...,sadness,surprise,0.58642256,sadness → surprise
i unexpectedly met a girl with whom i have always got along well i had not seen her for several months,neutral,surprise,0.5514282,neutral → surprise
awe.. that sucks and I can't... we're trying raffis' birthday 2.0 &lt;3,anger,sadness,0.39263457,anger → sadness
Excellent game so far against first place penguins. Henrik lundvquist throwing punches,surprise,joy,0.56711936,surprise → joy
Well hi there to you too! Its funny how the smallest things can make you so happy (:,surprise,joy,0.59503883,surprise → joy
you got my vote hottest guy of the yearrrr,joy,surprise,0.4601525,joy → surprise
We live in a society where pizza gets to your house before the fireman .,sadness,anger,0.46658716,sadness → anger
Hi ho hi ho it's off to work we go,sadness,joy,0.7475996,sadness → joy
boo i'm a week late how long u in town for?,joy,sadness,0.40277144,joy → sadness
5 minutes till pizza express pizza is cooked,sadness,joy,0.6293591,sadness → joy
His excuse was familiar . He said his car died again .,sadness,anger,0.5210776,sadness → anger
"get better omg i still dont believe that i didn'tgot a picture with you it's soo sad, i don't now when i'm gonna see u again",surprise,sadness,0.9408757,surprise → sadness
full day with Jasper &amp; Bonty!!! my new puppies,surprise,joy,0.6568291,surprise → joy
Great been in the Wendy's line for good ten min an realized my purse is at home!,joy,surprise,0.5699901,joy → surprise
Bad Day. History Test Tommorrow. And I want to go out in the sun and play..,sadness,joy,0.5070201,sadness → joy
woke up way later than I intended to today Need to start getting to bed before 5 a.m. b/c this will be a bad habit to break later,anger,sadness,0.5528203,anger → sadness
It's funny when people next to you are humming really loud and probably think that you can't hear them ican yousoundstupid,surprise,joy,0.6601893,surprise → joy
hehe fun tweets !,love,joy,0.87433165,love → joy
Just try to do your best. I hope you don't get laid off.,surprise,sadness,0.4769917,surprise → sadness
i found myself applauding enthusiastically and feeling pleasantly surprised,joy,surprise,0.9722686,joy → surprise
I won't read it if you don't! Haha,surprise,joy,0.3691644,surprise → joy
i am feeling a bit distracted like i want to have a funnel experience,joy,neutral,0.9928427,joy → neutral
Not goin to lie am pretty pissed off today and will be tomorrow and most likely Friday as well,joy,sadness,0.39134946,joy → sadness
You told me was wrong when she said you fuck everyone over. You lied. fellforanotherduche,surprise,anger,0.48385888,surprise → anger
is it? :O im gonna get that,joy,surprise,0.4277487,joy → surprise
"'Whats your stand on gay marriage?' - me. 'what the fuck natalie, stop asking me these gay ass questions! Go get a job!' - dad.",sadness,anger,0.7793782,sadness → anger
I dont care what kind of graphics or engines video games have nowadays. They are nothing compared to The Oregon Trail and Carmen Sandiego,surprise,anger,0.4508798,surprise → anger
Feel numb and sick...,joy,sadness,0.946325,joy → sadness
Falling out of cars in your new jeans and getting mud all over them right before going to a party is NOT cool. :(,sadness,surprise,0.333198,sadness → surprise
OHH. haha ok thanks,surprise,joy,0.57490134,surprise → joy
"Please can u say hi 2 my dad John Jackson, never misses a game or a Chelsea program! He don't no im sending this tweet!",surprise,joy,0.465746,surprise → joy
u may need this pill...i think u are e take on of mine,anger,sadness,0.597708,anger → sadness
3 things dat can destroy a person;,anger,sadness,0.51339024,anger → sadness
"I've been waiting about the same time to get in, its whenever they feel like it...",anger,sadness,0.5290933,anger → sadness
Happy Mother's Day to yall (and me too!!!) My damn son takin my coolness for a weakness... But it's all good. Keepin it all positive,love,joy,0.3582907,love → joy
Yea once - me and my friends flew out to amercia to see her w/ the Jonas brothers . have u? haha i hate bebo :p . aw cant wait,anger,surprise,0.3148403,anger → surprise
My followers are going to have a twitter feed full of my annoying tweets when they wake up goodmorning,surprise,sadness,0.32871413,surprise → sadness
Always .,joy,sadness,0.3846392,joy → sadness
"you're so classy, demi. Love it, don't stop doing your thing.",love,joy,0.4115072,love → joy
I never knew that?! All I did was mention I certain type of phone and my twitter gets spammed with completions to win one!,joy,surprise,0.42677325,joy → surprise
Beautiful day on Ocracoke just hope the thunderstorms stay away this 's not looking good,love,sadness,0.49150723,love → sadness
"4 happiness one needs security, but can spring like a flower even from the cliffs of despair~A. M. Lindbergh angelswithoutwings",joy,sadness,0.5892137,joy → sadness
yea I was about to call you shallow but you saved yourself by saying he makes good music,love,surprise,0.5037957,love → surprise
wow thats impressive! luckily im not in rush but i feel for friends who aren't getting any younger but cant move house tricky,sadness,joy,0.30553684,sadness → joy
Floyd Patterson has expressed dismay over the current treatment .,sadness,anger,0.52454007,sadness → anger
Dad just ruined a whole movie night because my mom didnt make enough food today thishappenseveryweekend,anger,sadness,0.46500224,anger → sadness
7 hours til' I leave for work ..,joy,sadness,0.42460683,joy → sadness
Guy on bus wolf whistles at me then makes no secret of staring at me in a creepy way...,joy,anger,0.33905238,joy → anger
G ma say my daddy gon be here n 2 hours won't talk to me call his self tryna me lol,surprise,sadness,0.44145837,surprise → sadness
Okay I'm seriously bored. I have nothing to do. I can't go out cause it's raining.,anger,sadness,0.6042604,anger → sadness
Jumped on a train to visit or rescue my mom. Totally forgot my sweatshirt And forgot to bring my make up! First time ever forgetting :/,surprise,sadness,0.45888823,surprise → sadness
Its fine you can turn the heat all the way up... I like to sleep without clothes on anyways compromise,surprise,joy,0.47783923,surprise → joy
oh poor you atleast get paid for staying back or?,surprise,sadness,0.3786367,surprise → sadness
Google goes pink today,surprise,joy,0.43017286,surprise → joy
i have to study :O talk to you later xxx,anger,joy,0.48598114,anger → joy
go into an anti-gravity chamber then you can tell gravity to suck it.,anger,sadness,0.38151208,anger → sadness
So what does that make a queef,joy,surprise,0.29869166,joy → surprise
"goodmornin as soon as i saw ur pic, it reminded me how embarresing it was yesterday. with oliver&amp;peter. it was fun tho xD",surprise,joy,0.8600114,surprise → joy
Oh joy I've to open the changing rooms tomorow well maybe it will let me catch up on my Reading at least,sadness,joy,0.7835444,sadness → joy
U SO funny but u right! I like BSB but Im not as fan than U I love much better Tupac &amp; TLC..2 bad they're not singing anymore,joy,sadness,0.38270405,joy → sadness
mau sebagus apa pun gadget yg lo punya!! nggak akan berguna jika signal 3G nya nggak dapet sigh,anger,surprise,0.5884683,anger → surprise
Treasure trove of exciting old shoes in my wardrobe this morning :3 one pair is even summer suitable.,surprise,joy,0.50202656,surprise → joy
i feel like a bitchy city girl out here but seriously i want door knobs that lock and close i want my driveway plowed after it snows not days later i want a landlord who actually takes care of the building and enforces the lease,joy,neutral,0.760463,joy → neutral
rofl. room is too small to dance,surprise,sadness,0.58279735,surprise → sadness
i start running towards the garage but at the same time i feel nervous because mountain never let me fiddle with her inner mechanical workings,anger,neutral,0.6461281,anger → neutral
"sweet, I'm trying to earn my crown for gluten free baking!",sadness,joy,0.80904436,sadness → joy
And it's only downhill from now until Labor Day!,sadness,joy,0.55895996,sadness → joy
my family is the absolute best and they love not only me but and as well! yayyy!!!!!!!,surprise,love,0.47846913,surprise → love
"Man, that sucks and I feel your pain... if you were local, I'd buy you a cup of coffee.",sadness,anger,0.43438274,sadness → anger
i feel very privileged to have led the foa through the establishment of a single european financial services market and more recently a period of unprecedented regulatory change,neutral,joy,0.7272952,neutral → joy
Sorry. Not unemployed.,anger,sadness,0.70523465,anger → sadness
One insider said last week : ` The sheer anger of people has taken everybody by surprise .,anger,surprise,0.6424657,anger → surprise
16 too crazy about miley and JB and in love with Nick Jonas haha,love,surprise,0.40061438,love → surprise
school then game oh joy totally not lookin forward to this day,sadness,joy,0.88405895,sadness → joy
Teaching people the beauty of twitter,love,joy,0.7093774,love → joy
"Google Wave presentation: I'm not very impressed. It's nice, but it's not really for me",sadness,surprise,0.36602056,sadness → surprise
"() UGH, i love tila. haters need to shut up",love,anger,0.4381051,love → anger
So ur moomie liked the Pandora? you can buy me one next lol,joy,surprise,0.45085675,joy → surprise
When a drunkard barged into a room where my friend and I had run in order to get away from him. We were all alone and all I could see was this hand coming towards me.,sadness,anger,0.7278362,sadness → anger
Chillin out at home enjoying my new house... I must say I love it!!! Hope your all having a great day!!!,surprise,joy,0.5293922,surprise → joy
Yay! Lets welcome Mrs Mcnugget to twitterverse!,surprise,joy,0.58955044,surprise → joy
yup then we are a day older,sadness,joy,0.57046133,sadness → joy
Just realized all his fantastic nerdfriends no longer live in Rochester,surprise,sadness,0.780955,surprise → sadness
&quot;donnie rocks&quot; if u could only here it my 2year old runs around every where sayin &quot;donnie rocks&quot;,joy,sadness,0.38744867,joy → sadness
Getting ready to go to the comedy club and listening to some Q-Tip Who's on iChat or Skype right now? I need an outfit critique,sadness,joy,0.547797,sadness → joy
I think I already regret telling rick I have an xbox... I'm losing him to that and twitter.. you still want it jimbo haha,joy,sadness,0.49825415,joy → sadness
Wish my U2 beta key worked now. Don't want to wait 'till Wednesday to play,surprise,joy,0.4639342,surprise → joy
yayy!!! Im gonna see you today! I miss you!,love,joy,0.50075907,love → joy
good morning everyone! hope you al have a lovely sunday! (and i do hope it doesnt rain tomorrow :|),joy,love,0.4029292,joy → love
i feel more adventurous i apply this shimmery light brown colour in my eyes crease for more definition,joy,neutral,0.84610087,joy → neutral
wants to goto lonovala for frenz transport arrngmnts wrkg out,sadness,joy,0.35012203,sadness → joy
i was trawling through the amazon top with this niggling feeling im out of touch with popular music or whatevers selling at the moment side note i totally am,anger,neutral,0.92678183,anger → neutral
I finally went and found some of the songs we sang in church in Wellington online. Was easier than expected - yay Google! fb,surprise,joy,0.62429744,surprise → joy
Disney memories are pulling at my heart strings and controlling my emotions tonight magicalexperience,sadness,neutral,0.41573927,sadness → neutral
"Havent fallen asleep yet. Just spent the night alone, outside in the cold. The heat from my keeps me warm.....",anger,joy,0.39398777,anger → joy
Why can't you? Are you rooting for Ali in the Twitter war?,surprise,anger,0.44523785,surprise → anger
A girl I sat next to in English class a year ago flipped a switch over night and became a cheerleader.,surprise,joy,0.48943394,surprise → joy
has got a degree in BS.,neutral,joy,0.36327785,neutral → joy
It will the avid deep soulful listener. Connecting those unaware of its spiritual strength. U'll Like them..,surprise,joy,0.44617915,surprise → joy
Mass miscommunication this morning. At least we were all in the same car together.,joy,surprise,0.29524225,joy → surprise
"He turned away , his feeling of anguish at the nothingness of it all overwhelming him .",sadness,anger,0.70003724,sadness → anger
Really worth watching at the cinema. Mum really enjoyed it,love,joy,0.6250258,love → joy
Picking Sarah up from school,surprise,joy,0.525854,surprise → joy
Ha! Maybe that's the good news they have for the artist.,surprise,joy,0.50072736,surprise → joy
when I found out that JLS are doing their tour at the O2 on my I don't have tickets to go.,joy,sadness,0.54105616,joy → sadness
So apparently everyone I follow on twitter is at I get to hear who won each award a zillion times,joy,surprise,0.45072746,joy → surprise
Clearly christmas party time- these early morning trains are significantly more empty,joy,sadness,0.67235017,joy → sadness
When you leave something to charge over night and never turn the plug on...,anger,sadness,0.44088668,anger → sadness
My dad just asked me if the Nutcracker was an actual story..... I was raised by this man.,sadness,surprise,0.6447223,sadness → surprise
JESUS CHRIST GABRIELLA! just shut up!!! madeinchelsea,anger,joy,0.37557483,anger → joy
who goes bowling anymore?... me and my friends,joy,sadness,0.38590062,joy → sadness
oh ok cool will get back to you on that,surprise,joy,0.55595225,surprise → joy
Looks like &amp;&amp; I have some wild berry gummies since told us to throw them out . . =),surprise,sadness,0.33744463,surprise → sadness
i just want to wish your mom a happy mothers day!,joy,love,0.6663323,joy → love
i feel this unrest that nest all hollowness for i have nowhere to go and im cold,sadness,joy,0.52645165,sadness → joy
- I LOVE it! that is just so awesome,joy,love,0.35836545,joy → love
"just realized that tomorow, i have to go to school.. with annoying people that i can't stand.",joy,anger,0.68955374,joy → anger
I know ! But wait til you see what I did in my boredom this afternoon! Such an awesome &lt;3,surprise,joy,0.47809076,surprise → joy
I'm trading my sorrows and I'm trading my shame and I'm laying them down for the of the Lord &lt;3,joy,sadness,0.55981284,joy → sadness
"Easy. Put on a mask. Hack. Even though the cameras record you, no one can do jackshit",sadness,surprise,0.2879138,sadness → surprise
So long as they hold your wine without tipping.,neutral,joy,0.44871604,neutral → joy
good thing I'm on my way to your house! roadtrip,surprise,joy,0.58718294,surprise → joy
all late but I seen your bubble tweet video ) awww,love,surprise,0.34071454,love → surprise
Damn. She got it on the first try.,joy,anger,0.3125524,joy → anger
Only thing getting me through this day is mj playing on the radio miss ya!,surprise,sadness,0.5407539,surprise → sadness
"It wasn't the best flick, to be sure. I'm just ready for &quot;Star Trek&quot; now",anger,joy,0.39918643,anger → joy
yeahhh. &amp;dont judge my pillow,neutral,surprise,0.35978615,neutral → surprise
Proof of heat good day wish I hadn't spent most of it in bed,joy,sadness,0.380235,joy → sadness
i never cease to feel amazed that we live here,joy,neutral,0.99640673,joy → neutral
The comp deleted half my apps,surprise,sadness,0.52552116,surprise → sadness
i'm addicted to home,sadness,neutral,0.5009233,sadness → neutral
I love being the first person in most peoples contacts..I get so many fabulous phone calls &amp; voicemails.,joy,love,0.41065294,joy → love
I got it in math and ss only,sadness,surprise,0.32528943,sadness → surprise
i feel so disadvantaged that i cant do so many things i would love to do,sadness,love,0.9994868,sadness → love
: 12 Days of Christmas organ instrumental. This station plays on a loop in mom's offices. This must be where the 'bad passengers' go.,sadness,joy,0.2955407,sadness → joy
regarde les tant attendues photographies,joy,surprise,0.75263745,joy → surprise
"when won AI, I was in his hometown of Garner. Then he had a party in Southern Pines, where I was! Never saw him.",sadness,surprise,0.42766854,sadness → surprise
nothing just joined up,sadness,surprise,0.40405264,sadness → surprise
when you are the dude who told about 's said cancer....,surprise,sadness,0.39480847,surprise → sadness
Late ally home.,joy,sadness,0.39416638,joy → sadness
trying to draw some manga/anime for our new website ... very bad idea!,anger,sadness,0.35370788,anger → sadness
Transition time is over; tonight I work night shift. I woke up at 1330.,neutral,joy,0.57871383,neutral → joy
Winter weather advisory! sarcasm,joy,anger,0.43669552,joy → anger
Lost at bowling again why do i suck,anger,sadness,0.6806954,anger → sadness
"Sometimes your are made for u, your path is laid out in front of you. Take push urself, urself. &amp; be happy.",surprise,joy,0.8069959,surprise → joy
"Yo nate, what's going on with Morgie? Is she ok??",surprise,sadness,0.52668446,surprise → sadness
"Yes. is quite right. Somewhere, quite probably now, a drunk Scot is attempting to separate himself from barbed wire.",joy,sadness,0.2946715,joy → sadness
I AM WONDERFULLLL. i went to the ppooool. i forgot my floatiez though,joy,sadness,0.36188862,joy → sadness
I'm going to turn it off. We Tribbles don't need tracking devices! hhrs,anger,joy,0.34620914,anger → joy
i hate being cold and deprived of sleep i feel really privileged to be part of an awesome event that raises funds and awareness for the issue of homelessness,joy,anger,0.6207106,joy → anger
"Genre... ! Dommage, pas la VOD, ce soir. 'Qu'ils mangent de la brioche !'",sadness,surprise,0.7767905,sadness → surprise
Home w/bae &amp; Myka.. He's so meann,sadness,joy,0.3565774,sadness → joy
Standing in the freezing cold,joy,sadness,0.64836395,joy → sadness
"Needed paid TODAY , but alas , my manager isn't fucking in",surprise,anger,0.51476383,surprise → anger
"My comes when I'm wrapping the gifts, just knowing how much the person it's for will love it when they open it again!",joy,surprise,0.53206366,joy → surprise
off to my cousins confirmation + confirmation party,surprise,joy,0.60846007,surprise → joy
luv the vid!! can't wait to hear it live on summer tour luv how d always shows is drawers and nice moves by joe mac..,love,joy,0.58768547,love → joy
a conflict with a pupil,neutral,sadness,0.33095422,neutral → sadness
I was offered tickets to that game for free and turned them down because I didn't wanna freeze. I'm glad I did...,anger,sadness,0.42171872,anger → sadness
yahoo messenger  kenapa ya dari awal pake  sampe sekarang kalo sign in kontaknya BLANK !! udh un-install tetep aja SIGH,anger,surprise,0.3949042,anger → surprise
"Oh, but Grease is on VH1! It's almost over, though",joy,sadness,0.40921843,joy → sadness
Generation Y would rather work in pharma than in fashion!,surprise,joy,0.49349496,surprise → joy
"if one people did any wrong, the world blames all the people over there, this is the great world which we are living in! Shit!",sadness,anger,0.55575615,sadness → anger
Is stuck on the train with a butt load of annoying chavs.,joy,anger,0.79339117,joy → anger
i messed up my back/hip. it hurts so bad,surprise,sadness,0.7787568,surprise → sadness
That awkward moment when your friends crush texts you for help and you don't know what to do..,joy,sadness,0.47266847,joy → sadness
The NVIDIA ION-based Lenovo IdeaPad S12 ( ) is awesome. Fn key to left of Ctrl makes it non-starter for me though,surprise,sadness,0.28679234,surprise → sadness
at the railway station,neutral,joy,0.5424436,neutral → joy
- i meann look at what i just found lol,joy,surprise,0.5418902,joy → surprise
I was kiddin' with you. Shy is not a word i'd use to describe me,joy,sadness,0.49960846,joy → sadness
Oh eww that is suck!,anger,sadness,0.39564994,anger → sadness
VAST concert tomarrow night!!!!,surprise,joy,0.5611413,surprise → joy
I love how my parents hide my gifts in the same place every .,surprise,joy,0.35009134,surprise → joy
Watching the state football game. We should be there playing whitehaven.,sadness,joy,0.6870411,sadness → joy
"YAY!!! but im very sad, because i just got a flight in next weekend for my friends benefit Have a wonderful time!!!",joy,sadness,0.9058163,joy → sadness
"io oggi dovevo semplicemente fare l'albero,perchè mi ritrovo a dover rimettere in ordine camera mia?",sadness,surprise,0.41802892,sadness → surprise
i feel bad for cousins if hes now locked into a couple of long term leases on opposite sides of the continent,joy,neutral,0.93288195,joy → neutral
at first i thought bar life meant you were partying nonstop to catch up for the last 2 shoulda known better,joy,surprise,0.47494233,joy → surprise
"Im going to go to bed again, ear (both) infection, I am completely dizzy, yyyyuck! My stomach is hurting too Peace-out loves",surprise,sadness,0.5382143,surprise → sadness
Never once in my Engg. life had I been to library. Now here I am making it as a second home.,surprise,joy,0.49760836,surprise → joy
"OH NO! I missed Burt Reynold's day! It's my favorite holiday of the entire year, and I MISSED IT!!! sadness",anger,sadness,0.8692263,anger → sadness
plans for today?,sadness,joy,0.43958557,sadness → joy
i feel guilty about the expensive of some of my necessities good god my contact lens solution is how much,neutral,joy,0.68839717,neutral → joy
When I quarrelled with a very close friend of mine.,sadness,anger,0.9625731,sadness → anger
"Looking forward to 2012, what has the Good Lord have in store for me!",surprise,joy,0.8290908,surprise → joy
"That was my line , Mark . I know we worked on the ad together , but that was definitely my line .",anger,joy,0.47013304,anger → joy
i have lotsa funneh stories and im pretty bummed that this is my last south of the swan d call me a faggot or whatever but im reaaaally going to miss performing and actually feeling talented and useful and all that shit,joy,anger,0.69928205,joy → anger
"Want to order something for your dreads, or plugs/spirals/tunnels, or some other cool product? Wait until noon tomorrow",surprise,joy,0.42213154,surprise → joy
leaving now dont miss me too much tweetbeaks &lt;3,joy,sadness,0.53290665,joy → sadness
yes so fun babe haha! Monday 2000 words. What are you saying. And you cutey. Nandos is your present just saying,surprise,joy,0.54797626,surprise → joy
Last night in Manila - flying back home tomorrow...,sadness,joy,0.52640647,sadness → joy
really?!?! It looks like its going to rain here but its all just gray.... La is a bummer sumtimes,joy,sadness,0.5636972,joy → sadness
"Im sure theres a pamphlet out there somewhere (Oh, foods pretty good too)",surprise,joy,0.63043386,surprise → joy
When I thought for an instant that a very good relationship with a person had finished.,sadness,joy,0.2912572,sadness → joy
"u work hard Sally Not sure i can muscle up the courage to go on my own, it will be hard without you laughing at my unco-ness",joy,anger,0.9074192,joy → anger
I had to grow up fast n wt owt u. Wn u came bk i ws grown nw tht im mre grown i feel lyk....,anger,sadness,0.31771994,anger → sadness
"dickhead, almost had a baby through anger then! Punch u in the penis I would! X",surprise,anger,0.79836154,surprise → anger
i don't even understand the intro to this book,anger,neutral,0.4160033,anger → neutral
i feel angry and have no temper to discuss fundamental rights and facts,joy,anger,0.99917763,joy → anger
still shoesless que ardillaaaaaaaaaaaa!,sadness,joy,0.35646647,sadness → joy
i get the feeling brave might be the most palatable for them but then if paranorman is a feat of anything its production,neutral,anger,0.6079264,neutral → anger
With My Boy Still He's everything to me,love,sadness,0.3624172,love → sadness
Some of yr coworkers hogging the jukebox @ Union Jacks.,anger,joy,0.7080144,anger → joy
you'd think you wouldn't be able to experience a place in just 4 months but when I take a look at my TO memory wall she looks full.,joy,surprise,0.55239505,joy → surprise
Ugh. Can't believe it's bac to school work,sadness,surprise,0.42500716,sadness → surprise
Had to cancel subscriptions today to NZZ and Economist at office costsavings Luckily they also have online versions,surprise,sadness,0.3707051,surprise → sadness
Ecaytrade people who said you'd come by stuff at re are you ? Bugs me when people no-show,surprise,anger,0.43237376,surprise → anger
"u cld put me on a list, it seems you follow alot of people, but yeh im sure u will benefit and also RT is universal &lt;3",sadness,joy,0.4964009,sadness → joy
multiple guys in my building have let me out of the elevator first when they were obviously closer,surprise,anger,0.39055178,surprise → anger
I was inside the car with my husband and we were assaulted with a gun at 10 o'clock in the evening.,sadness,anger,0.82356757,sadness → anger
"School formal? Friends are going, and I don't want to be a loner tonight. TieNight",surprise,sadness,0.6284662,surprise → sadness
"Final product of my research paper is dooooooooone. Before midnight, too.",surprise,joy,0.62823105,surprise → joy
Just saw G.O.D perform I love you I thank you by MC Mong.,sadness,joy,0.47156894,sadness → joy
First the Packers win then The GODFATHER On AMC Both On Thanksgiving Day? I Knowd Dayz A Gawd!!,joy,surprise,0.40930003,joy → surprise
ME TOO! hehe i hate colds. totaly annoying...,sadness,anger,0.6349687,sadness → anger
So excited to give their present for Christmas.,surprise,joy,0.60099375,surprise → joy
"Sick, sick, sick. This sucks. i can't even breathe properly",anger,sadness,0.5772956,anger → sadness
Is up and I can't go to sleep!,surprise,sadness,0.64223623,surprise → sadness
